id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit,idx
2Er0f1mhO0g1rov9Cdi5Wk,Brasil Pandeiro,forro,https://open.spotify.com/track/2Er0f1mhO0g1rov9Cdi5Wk,50.0,0.7909999999999999,0.5489999999999999,0.555,0.00031099999999999997,0.11699999999999999,0.0344,235106.0,11.0,-7.144,1.0,97.72399999999999,0.8759999999999999,79.0,1972,0.0,3592
2Er0f1mhO0g1rov9Cdi5Wk,Brasil Pandeiro,mpb,https://open.spotify.com/track/2Er0f1mhO0g1rov9Cdi5Wk,50.0,0.7909999999999999,0.5489999999999999,0.555,0.00031099999999999997,0.11699999999999999,0.0344,235106.0,11.0,-7.144,1.0,97.72399999999999,0.8759999999999999,79.0,1972,0.0,7404
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),hip-hop,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,83.0,0.259,0.889,0.496,0.0,0.252,0.0905,180522.0,4.0,-6.365,0.0,86.00299999999999,0.544,79.0,2018-11-30,1.0,5173
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),pop,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,83.0,0.259,0.889,0.496,0.0,0.252,0.0905,180522.0,4.0,-6.365,0.0,86.00299999999999,0.544,79.0,2018-11-30,1.0,8076
2LgNyFGJvfJik5sNV37DKa,What He Wrote,singer-songwriter,https://open.spotify.com/track/2LgNyFGJvfJik5sNV37DKa,43.0,0.948,0.45799999999999996,0.0987,0.00954,0.109,0.0376,247123.0,9.0,-16.021,0.0,139.987,0.349,2.0,2011-07-25,0.0,9897
2LgNyFGJvfJik5sNV37DKa,What He Wrote,songwriter,https://open.spotify.com/track/2LgNyFGJvfJik5sNV37DKa,43.0,0.948,0.45799999999999996,0.0987,0.00954,0.109,0.0376,247123.0,9.0,-16.021,0.0,139.987,0.349,2.0,2011-07-25,0.0,10198
2P2pnAHSmG6ncp1ASv2SSy,Ulooklykicecreaminthesummertyme (feat. Nikki O),chicago-house,https://open.spotify.com/track/2P2pnAHSmG6ncp1ASv2SSy,31.0,0.258,0.61,0.40700000000000003,0.0247,0.149,0.142,380106.0,8.0,-11.39,1.0,123.105,0.109,79.0,2014-01-27,0.0,1325
2P2pnAHSmG6ncp1ASv2SSy,Ulooklykicecreaminthesummertyme (feat. Nikki O),detroit-techno,https://open.spotify.com/track/2P2pnAHSmG6ncp1ASv2SSy,31.0,0.258,0.61,0.40700000000000003,0.0247,0.149,0.142,380106.0,8.0,-11.39,1.0,123.105,0.109,79.0,2014-01-27,0.0,2437
2P2pnAHSmG6ncp1ASv2SSy,Ulooklykicecreaminthesummertyme (feat. Nikki O),minimal-techno,https://open.spotify.com/track/2P2pnAHSmG6ncp1ASv2SSy,31.0,0.258,0.61,0.40700000000000003,0.0247,0.149,0.142,380106.0,8.0,-11.39,1.0,123.105,0.109,79.0,2014-01-27,0.0,7353
2Slqcx8DDRjDwPI2lzyRPp,"Electric Head, Part 1 (The Agony)",groove,https://open.spotify.com/track/2Slqcx8DDRjDwPI2lzyRPp,41.0,0.000123,0.535,0.9640000000000001,0.659,0.622,0.201,294626.0,1.0,-5.4879999999999995,1.0,139.73,0.0668,4.0,1995,0.0,4336
2Slqcx8DDRjDwPI2lzyRPp,"Electric Head, Part 1 (The Agony)",industrial,https://open.spotify.com/track/2Slqcx8DDRjDwPI2lzyRPp,41.0,0.000123,0.535,0.9640000000000001,0.659,0.622,0.201,294626.0,1.0,-5.4879999999999995,1.0,139.73,0.0668,4.0,1995,0.0,5857
2TDf04arGq5CrZiYlduMVY,Canto de Ossanha,mpb,https://open.spotify.com/track/2TDf04arGq5CrZiYlduMVY,32.0,0.7040000000000001,0.5589999999999999,0.276,0.00924,0.109,0.0446,257133.0,7.0,-21.506,0.0,90.23,0.514,79.0,2008-01-16,0.0,7428
2TDf04arGq5CrZiYlduMVY,Canto de Ossanha,samba,https://open.spotify.com/track/2TDf04arGq5CrZiYlduMVY,32.0,0.7040000000000001,0.5589999999999999,0.276,0.00924,0.109,0.0446,257133.0,7.0,-21.506,0.0,90.23,0.514,79.0,2008-01-16,0.0,9573
2U40DawrPNZwD0lcqqx3bq,Who Will Save Your Soul,indie-pop,https://open.spotify.com/track/2U40DawrPNZwD0lcqqx3bq,57.0,0.7040000000000001,0.6859999999999999,0.467,0.00103,0.13,0.0419,239293.0,7.0,-9.712,1.0,126.179,0.753,79.0,1995-02-28,0.0,5701
2U40DawrPNZwD0lcqqx3bq,Who Will Save Your Soul,singer-songwriter,https://open.spotify.com/track/2U40DawrPNZwD0lcqqx3bq,57.0,0.7040000000000001,0.6859999999999999,0.467,0.00103,0.13,0.0419,239293.0,7.0,-9.712,1.0,126.179,0.753,79.0,1995-02-28,0.0,9893
2XW0n3POGQ9D2no2dBZgRO,Flexin,dancehall,https://open.spotify.com/track/2XW0n3POGQ9D2no2dBZgRO,43.0,0.168,0.413,0.721,0.0,0.358,0.127,196800.0,0.0,-5.9060000000000015,0.0,98.529,0.431,79.0,2016-09-30,0.0,2146
2XW0n3POGQ9D2no2dBZgRO,Flexin,swedish,https://open.spotify.com/track/2XW0n3POGQ9D2no2dBZgRO,43.0,0.168,0.413,0.721,0.0,0.358,0.127,196800.0,0.0,-5.9060000000000015,0.0,98.529,0.431,79.0,2016-09-30,0.0,10484
2XjVi7PMd1WcbL6nAF2Zos,Limitless - Original Mix,minimal-techno,https://open.spotify.com/track/2XjVi7PMd1WcbL6nAF2Zos,48.0,0.204,0.711,0.9420000000000001,0.883,0.0963,0.0572,244965.0,6.0,-8.11,1.0,129.989,0.235,79.0,2020-01-24,0.0,7397
2XjVi7PMd1WcbL6nAF2Zos,Limitless - Original Mix,techno,https://open.spotify.com/track/2XjVi7PMd1WcbL6nAF2Zos,48.0,0.204,0.711,0.9420000000000001,0.883,0.0963,0.0572,244965.0,6.0,-8.11,1.0,129.989,0.235,79.0,2020-01-24,0.0,10738
2YacpExEbX9tF8IbFlFOo4,Heartbeats,electro,https://open.spotify.com/track/2YacpExEbX9tF8IbFlFOo4,53.0,0.0209,0.649,0.753,5.8099999999999996e-05,0.105,0.0319,231853.0,8.0,-4.875,1.0,87.99,0.46,2.0,2003-01-17,0.0,3115
2YacpExEbX9tF8IbFlFOo4,Heartbeats,goth,https://open.spotify.com/track/2YacpExEbX9tF8IbFlFOo4,53.0,0.0209,0.649,0.753,5.8099999999999996e-05,0.105,0.0319,231853.0,8.0,-4.875,1.0,87.99,0.46,2.0,2003-01-17,0.0,4146
